user_id,signup_timestamp,acquisition_channel,country,device_type,user_intent_level,career_stage,onboarding_variant,language,timezone,signup_hour,signup_day_of_week,marketing_consent,onboarding_started,onboarding_complete,profile_complete,resume_upload,job_recommendation_view,job_save,growth_task_complete,career_report_generate,num_core_actions_completed,num_sessions,num_user_actions,num_days_active,num_email_sent,num_push_sent,num_in_app_sent,avg_events_per_session,max_events_in_session,total_user_actions_in_sessions,unique_event_type_count,first_day_event_count,last_2_days_event_count,hours_to_first_action,hours_since_last_action_at_cutoff,ai_assistant_interaction_count,job_detail_view_count,return_visit_count,is_churned
eea22772-8da6-508b-9ee1-d05be784bf3d,2026-03-31 18:23:52+00:00,referral,CN,mobile,medium,student,simplified,zh,Asia/Shanghai,18.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,21.0,7.0,0.0,0.0,0.0,1.9090909090909092,4.0,21.0,11.0,5.0,4.0,0.0,1.0758333333333334,1.0,2.0,2.0,0
0fd3b4a7-6ae5-5bab-9b27-31bbfb22d08b,2026-04-29 18:29:34+00:00,campus_event,US,desktop,medium,student,control,en,America/New_York,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.5,2.0,3.0,3.0,1.0,0.0,0.0,104.16472222222222,0.0,0.0,0.0,1
16a9fd4f-b49d-5012-8456-ac70aa9be1e9,2026-04-10 15:13:49+00:00,campus_event,US,desktop,medium,early_career,personalized,en,America/New_York,15.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,2.0,4.0,6.0,6.0,1.0,0.0,0.0,65.11361111111111,0.0,1.0,1.0,0
90d995fb-841e-5d69-a4bb-a4072118637d,2026-04-03 14:17:37+00:00,campus_event,US,mobile,high,early_career,control,en,America/New_York,14.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,4.0,0.0,0.0,157.95694444444445,0.0,1.0,0.0,1
03a3fc85-5e22-5ae0-b2a6-049a2681be8c,2026-04-04 01:57:38+00:00,campus_event,CN,desktop,low,early_career,personalized,zh,Asia/Shanghai,1.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,14.0,5.0,0.0,0.0,0.0,2.0,4.0,14.0,7.0,4.0,2.0,0.0,21.04361111111111,0.0,1.0,2.0,0
4f215547-bc6a-54b6-96c3-14de03d686aa,2026-03-19 16:18:25+00:00,organic_search,US,mobile,low,student,personalized,en,America/New_York,16.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,5.0,17.0,6.0,0.0,0.0,0.0,1.4166666666666667,2.0,17.0,9.0,5.0,3.0,0.0,25.370555555555555,0.0,0.0,0.0,0
0b6530e0-bdcf-5c20-8886-70bc7fd5628a,2026-03-10 08:34:36+00:00,content_marketing,US,desktop,low,early_career,simplified,en,America/New_York,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,21.0,4.0,0.0,0.0,0.0,2.1,5.0,21.0,10.0,5.0,2.0,0.0,41.61666666666667,2.0,3.0,1.0,0
bba0985d-42bf-59aa-ae7d-c56ba9dfbb19,2026-04-11 06:23:31+00:00,social_ads,FR,tablet,high,student,personalized,fr,Europe/Paris,6.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,16.0,5.0,0.0,0.0,0.0,1.7777777777777777,4.0,16.0,10.0,5.0,7.0,0.0,24.959444444444443,0.0,2.0,2.0,0
91e3d11e-5341-5cea-8784-408106fb7f77,2026-05-04 06:20:43+00:00,campus_event,CN,desktop,medium,new_graduate,simplified,zh,Asia/Shanghai,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,0.0,0.0,0.0,2.3333333333333335,4.0,7.0,5.0,1.0,0.0,0.0,59.995,1.0,0.0,1.0,1
cc3b6de8-1426-5d98-8eb6-ca8f5d43e03e,2026-03-08 09:40:51+00:00,social_ads,GB,mobile,low,student,simplified,en,Europe/London,9.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,13.0,6.0,0.0,0.0,0.0,1.5555555555555556,3.0,13.0,8.0,5.0,5.0,0.0,3.346388888888889,0.0,1.0,0.0,1
76f32d5d-a5c0-5278-bc4a-2629a8180174,2026-05-02 05:19:48+00:00,organic_search,US,tablet,medium,early_career,control,en,America/New_York,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,8.0,4.0,0.0,0.0,0.0,1.6,3.0,8.0,6.0,1.0,0.0,0.0,65.43944444444445,0.0,1.0,0.0,1
7a9e174f-0889-5f14-a7ad-0a7ced67b9ec,2026-04-30 02:33:24+00:00,social_ads,US,mobile,high,early_career,personalized,en,America/New_York,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,4.0,18.0,4.0,0.0,0.0,0.0,1.8,4.0,18.0,11.0,5.0,5.0,0.0,26.919444444444444,1.0,1.0,2.0,1
650ccdbc-cd8c-5e32-84e1-447cdf614852,2026-03-23 02:18:49+00:00,social_ads,BR,desktop,high,student,control,pt,America/Sao_Paulo,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,11.0,4.0,0.0,0.0,0.0,1.8333333333333333,3.0,11.0,7.0,1.0,4.0,0.0,32.68,0.0,1.0,1.0,0
bbfb57da-47df-56d9-bc1d-494f8745d808,2026-04-16 14:02:09+00:00,social_ads,CN,mobile,low,early_career,simplified,zh,Asia/Shanghai,14.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,15.0,4.0,0.0,0.0,0.0,1.875,4.0,15.0,10.0,6.0,5.0,0.0,27.079444444444444,1.0,2.0,1.0,0
e988c487-5e6d-567e-9f2f-6a99b43cd611,2026-03-15 09:37:08+00:00,organic_search,IN,desktop,medium,new_graduate,simplified,en,Asia/Kolkata,9.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,14.0,6.0,0.0,0.0,0.0,2.0,3.0,14.0,6.0,1.0,6.0,0.0,4.272222222222222,0.0,3.0,0.0,0
bb2a5e34-323d-5568-a788-cf1f2476f9ab,2026-04-25 07:23:34+00:00,organic_search,JP,mobile,medium,student,control,ja,Asia/Tokyo,7.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,6.0,22.0,6.0,0.0,0.0,0.0,2.0,4.0,22.0,10.0,4.0,7.0,0.0,18.983055555555556,2.0,2.0,1.0,1
50fd8e8a-3ddd-5947-b40f-cf81899605f3,2026-04-21 08:03:56+00:00,social_ads,CN,desktop,medium,student,personalized,zh,Asia/Shanghai,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,0.0,2.0,3.0,6.0,4.0,3.0,0.0,0.0,104.86472222222223,0.0,0.0,1.0,0
e002960a-0752-5156-a7eb-c6d6d1a84ef0,2026-03-28 11:05:41+00:00,social_ads,US,mobile,low,new_graduate,simplified,en,America/New_York,11.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,15.0,6.0,0.0,0.0,0.0,1.5,3.0,15.0,9.0,5.0,0.0,0.0,51.98138888888889,0.0,0.0,1.0,0
14d27e13-82ca-5cf1-95d3-f1850047d202,2026-03-08 16:28:30+00:00,content_marketing,CN,mobile,low,student,simplified,zh,Asia/Shanghai,16.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,15.0,5.0,0.0,0.0,0.0,1.5,3.0,15.0,9.0,5.0,0.0,0.0,49.92111111111111,1.0,0.0,0.0,0
e929c47b-9a39-55a8-a07f-eb58017c8097,2026-05-09 23:28:32+00:00,organic_search,US,desktop,high,student,control,en,America/New_York,23.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,12.0,4.0,0.0,0.0,0.0,1.7142857142857142,3.0,12.0,8.0,5.0,4.0,0.0,38.56333333333333,1.0,0.0,1.0,0
54f02b1a-f482-568c-9ec4-696b31f27244,2026-04-03 18:03:29+00:00,organic_search,US,desktop,medium,early_career,personalized,en,America/New_York,18.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,6.0,21.0,6.0,0.0,0.0,0.0,1.9090909090909092,4.0,21.0,10.0,3.0,9.0,0.0,9.274722222222222,1.0,2.0,1.0,1
6ecff957-50b9-52f4-b240-fc6b58fa6884,2026-05-04 15:00:29+00:00,organic_search,US,desktop,low,new_graduate,control,en,America/New_York,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,1.3333333333333333,2.0,4.0,4.0,1.0,0.0,0.0,103.4825,0.0,0.0,0.0,1
d619668d-46b8-5173-b0b0-b6f1cb64b3c3,2026-04-19 18:38:00+00:00,social_ads,DE,mobile,medium,early_career,personalized,de,Europe/Berlin,18.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,126.80083333333333,1.0,0.0,0.0,0
396ca7d4-6801-530d-bedd-b7ef65add8e8,2026-04-26 17:00:10+00:00,social_ads,IN,desktop,low,new_graduate,control,en,Asia/Kolkata,17.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,20.0,6.0,0.0,0.0,0.0,2.0,4.0,20.0,10.0,1.0,3.0,0.0,17.322222222222223,1.0,3.0,1.0,0
890c1a16-2568-5f26-8886-9558a8387d0b,2026-04-25 10:23:35+00:00,campus_event,US,mobile,medium,new_graduate,simplified,en,America/New_York,10.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,5.0,21.0,6.0,0.0,0.0,0.0,2.1,4.0,21.0,9.0,4.0,9.0,0.0,15.375833333333333,0.0,3.0,3.0,0
f289d90e-2085-5c3b-b37e-94949747f642,2026-03-17 10:19:17+00:00,content_marketing,US,mobile,medium,early_career,control,en,America/New_York,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,168.0,0.0,0.0,0.0,1
5015807f-9463-5309-81d2-c57de67f8002,2026-03-29 02:37:41+00:00,organic_search,IN,tablet,low,student,control,en,Asia/Kolkata,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.5,2.0,3.0,3.0,1.0,0.0,0.0,70.52194444444444,0.0,0.0,0.0,0
41edb944-92bf-5a13-bf32-ef26a530548d,2026-04-05 04:53:22+00:00,campus_event,CA,desktop,low,student,control,en,America/Toronto,4.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,13.0,4.0,0.0,0.0,0.0,1.625,4.0,13.0,9.0,1.0,6.0,0.0,9.706111111111111,0.0,1.0,1.0,1
4d413292-cc70-52a7-a775-883b0bb393a2,2026-04-07 08:20:33+00:00,organic_search,US,desktop,high,new_graduate,simplified,en,America/New_York,8.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,21.0,5.0,0.0,0.0,0.0,1.8333333333333333,4.0,21.0,12.0,6.0,1.0,0.0,56.4625,2.0,1.0,2.0,0
c3eefba9-eaa8-5ea6-9ea8-aae6096a9773,2026-03-07 00:32:19+00:00,organic_search,US,desktop,high,early_career,control,en,America/New_York,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,16.0,5.0,0.0,0.0,0.0,2.0,4.0,16.0,8.0,1.0,5.0,0.0,5.620555555555556,1.0,1.0,1.0,1
8d3c19c7-0332-56c8-ad69-1b082c9033c6,2026-04-10 17:07:07+00:00,social_ads,DE,mobile,low,student,simplified,de,Europe/Berlin,17.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,18.0,6.0,0.0,0.0,0.0,2.5714285714285716,5.0,18.0,8.0,1.0,10.0,0.0,10.85388888888889,1.0,4.0,2.0,1
946b304f-64bf-5072-b07a-1d7c12944f6e,2026-03-14 15:30:11+00:00,organic_search,DE,desktop,medium,early_career,control,de,Europe/Berlin,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,4.0,0.0,0.0,0.0,2.5,3.0,10.0,5.0,1.0,6.0,0.0,6.818611111111111,0.0,2.0,1.0,0
d3e4645a-3bfb-58ec-823e-cf8a8250c913,2026-04-24 07:01:48+00:00,campus_event,CA,desktop,low,early_career,control,en,America/Toronto,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,9.0,3.0,0.0,0.0,0.0,1.8,3.0,9.0,7.0,1.0,4.0,0.0,31.943055555555556,0.0,1.0,1.0,0
343a180f-8098-55a1-b41d-07180c7d4025,2026-04-20 03:07:43+00:00,campus_event,US,desktop,high,new_graduate,control,en,America/New_York,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,13.0,4.0,0.0,0.0,0.0,1.4444444444444444,3.0,13.0,9.0,5.0,4.0,0.0,5.451388888888889,0.0,1.0,0.0,0
f0458768-9a9a-5902-8961-ac03237b26d2,2026-05-06 15:42:20+00:00,campus_event,US,mobile,high,student,personalized,en,America/New_York,15.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,16.0,6.0,0.0,0.0,0.0,1.7777777777777777,4.0,16.0,10.0,5.0,4.0,0.0,37.489444444444445,1.0,1.0,1.0,1
69de2c69-0869-5e44-8871-cebff35cd4e3,2026-04-24 09:19:33+00:00,social_ads,CN,tablet,medium,student,control,zh,Asia/Shanghai,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,0.0,0.0,0.0,2.6666666666666665,5.0,8.0,6.0,1.0,0.0,0.0,64.40388888888889,1.0,1.0,1.0,1
e4aa26cb-55d5-55c2-91f7-4fd50f5a55a7,2026-03-29 07:09:35+00:00,campus_event,US,desktop,medium,new_graduate,simplified,en,America/New_York,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.3333333333333333,2.0,3.0,4.0,3.0,1.0,0.0,158.3175,0.0,0.0,0.0,1
2d6690b2-80f4-5417-b67c-68aa1bf58193,2026-05-09 18:11:45+00:00,social_ads,DE,desktop,medium,student,personalized,de,Europe/Berlin,18.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0,5.0,0.0,0.0,0.0,1.7142857142857142,3.0,12.0,6.0,5.0,2.0,0.0,38.115,1.0,0.0,0.0,1
3139e0b2-b2eb-5b1e-9e57-7bc1506eb810,2026-04-01 08:22:04+00:00,organic_search,US,desktop,low,student,personalized,en,America/New_York,8.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,1.25,2.0,5.0,5.0,5.0,0.0,0.0,145.7538888888889,0.0,0.0,0.0,1
140a5cc9-3d70-5e0a-bcc9-95de78cefc37,2026-03-26 11:33:59+00:00,organic_search,IN,desktop,medium,student,control,en,Asia/Kolkata,11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.3333333333333333,2.0,4.0,4.0,1.0,3.0,0.0,10.365833333333333,0.0,0.0,0.0,1
07234249-5754-54cd-b00a-42b999b54371,2026-05-05 11:34:01+00:00,campus_event,CA,tablet,low,early_career,control,en,America/Toronto,11.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,13.0,5.0,0.0,0.0,0.0,1.4444444444444444,3.0,13.0,9.0,6.0,4.0,0.0,29.956944444444446,0.0,1.0,0.0,0
